Audit Timestamp,Corp Name,Client ID,Client Name,YL Status,Input URL,Desktop Unpaid CTN,Mobile Unpaid CTN,Desktop Paid CTN,Mobile Paid CTN,DB Unpaid CTN,Show Destination,DB Paid CTN,PPC,YL SSL Status,Final URL,Initial Status, Final Status,Final URL IP,Final URL NS,Analysis - Desktop Unpaid CTN,Analysis - Mobile Unpaid CTN,Analysis - Desktop Paid CTN,Analysis - Mobile Paid CTN,PPC Product,Session Tracking Code,Web Using SSL, Can SSL Be installed
2018-10-24 01:39:50,Forefront Dermatology,279282,Forefront Dermatology of Appleton,LIVE,http://forefrontderm-appleton.com,920-221-0740,920-221-0740,920-221-0695,920-221-0695,9202210740,False,9202210695,PPC Not Found,2,https://www.forefrontderm-appleton.com/,301,200,209.17.116.160,ns3b.dns-host.com.,yes,yes,yes,yes,PPC Not Found,yes,yes,yes
2018-10-24 01:40:11,Forefront Dermatology,279285,Forefront Dermatology of Fond du Lac,LIVE,http://forefrontderm-fonddulac.com,920-375-1789,920-375-1789,920-204-6554,920-204-6554,9203751789,False,9202046554,PPC Not Found,2,https://www.forefrontderm-fonddulac.com/,301,200,209.17.116.160,ns3b.dns-host.com.,yes,yes,yes,yes,PPC Not Found,yes,yes,yes
2018-10-24 01:40:32,Forefront Dermatology,279287,Forefront Dermatology of Neenah,LIVE,http://forefrontderm-neenah.com,920-215-4453,920-215-4453,920-215-0295,920-215-0295,9202154453,False,9202150295,PPC Not Found,2,https://www.forefrontderm-neenah.com/,301,200,209.17.116.160,ns3b.dns-host.com.,yes,yes,yes,yes,PPC Not Found,yes,yes,yes
2018-10-24 01:40:53,Forefront Dermatology,279288,Forefront Dermatology of New London,LIVE,http://forefrontderm-newlondon.com,920-249-4616,920-249-4616,920-249-4616,920-249-4616,9202494616,False,No DB Paid Number,PPC Not Found,2,https://www.forefrontderm-newlondon.com/,301,200,209.17.116.160,ns3b.dns-host.com.,yes,yes,no,no,PPC Not Found,yes,yes,yes
2018-10-24 01:41:14,Forefront Dermatology,279289,Forefront Dermatology of Oshkosh,LIVE,http://forefrontderm-oshkosh.com,920-385-6289,920-385-6289,920-252-6836,920-252-6836,9203856289,False,9202526836,PPC Not Found,2,https://www.forefrontderm-oshkosh.com/,301,200,209.17.116.160,ns3a.dns-host.com.,yes,yes,yes,yes,PPC Not Found,yes,yes,yes
2018-10-24 01:41:35,Forefront Dermatology,279290,Forefront Dermatology of Bellevue,LIVE,http://forefrontderm-bellevue.com,920-309-5281,920-309-5281,920-278-7109,920-278-7109,9203095281,False,9202787109,PPC Not Found,2,https://www.forefrontderm-bellevue.com/,301,200,209.17.116.160,ns3a.dns-host.com.,yes,yes,yes,yes,PPC Not Found,yes,yes,yes
2018-10-24 01:41:55,Forefront Dermatology,279292,Forefront Dermatology of De Pere,LIVE,http://forefrontderm-depere.com,920-309-5773,920-309-5773,920-241-6535,920-241-6535,9203095773,False,9202416535,PPC Not Found,2,https://www.forefrontderm-depere.com/,301,200,209.17.116.160,ns3a.dns-host.com.,yes,yes,yes,yes,PPC Not Found,yes,yes,yes
2018-10-24 01:42:16,Forefront Dermatology,279294,Forefront Dermatology of Green Bay - Riverview,LIVE,http://forefrontderm-greenbay.com,920-461-1447,920-461-1447,920-264-9349,920-264-9349,9204611447,False,9202649349,PPC Not Found,2,https://www.forefrontderm-greenbay.com/,301,200,209.17.116.160,ns3a.dns-host.com.,yes,yes,yes,yes,PPC Not Found,yes,yes,yes
2018-10-24 01:42:37,Forefront Dermatology,279296,Forefront Dermatology of Marinette,LIVE,http://forefrontderm-marinette.com,715-602-3806,715-602-3806,715-602-3801,715-602-3801,7156023806,False,7156023801,PPC Not Found,2,https://www.forefrontderm-marinette.com/,301,200,209.17.116.160,ns3a.dns-host.com.,yes,yes,yes,yes,PPC Not Found,yes,yes,yes
2018-10-24 01:42:57,Forefront Dermatology,279297,Forefront Dermatology of Oconto Falls,LIVE,http://forefrontderm-ocontofalls.com,920-355-1563,920-355-1563,920-355-1563,920-355-1563,9203551563,False,No DB Paid Number,PPC Not Found,2,https://www.forefrontderm-ocontofalls.com/,301,200,209.17.116.160,ns3b.dns-host.com.,yes,yes,no,no,PPC Not Found,yes,yes,yes
