Error type,qa_session_id,audit_timestamp,corp_id,corp_name,client_id,client_name,client_status,client_url,web_unpaid_desk_num,web_unpaid_mobile_num,web_paid_desk_num,web_paid_mobile_num,db_unpaid_num,db_paid_num,db_show_dest_num,db_paid_product,db_ssl_status,final_url,initial_http_status,final_http_status,final_url_ip,final_url_ns,is_domain_in_yl,is_website_live,is_website_redirected,is_unpaid_desk_match,is_unpaid_mob_match,is_paid_desk_match,is_paid_mob_match,is_paid_ctn_config_proper,is_session_tracking_on,is_https_on,is_https_doable,is_error_free
All Errors,20181024105241,2018-10-24 10:52:43,593,Storm Guard,269433,Storm Guard - Cary,LIVE,http://stormguard-apexcary.com,9192674806,9192674806,9192674806,9192674806,9192496875,8884996319,0,PPC Not Found,2,https://apexcary.stormguardrc.com/?provider=google,301,403,35.232.219.224,ns11.domaincontrol.com.,yes,no,yes,no,no,no,no,yes,yes,yes,no,no,
All Errors,20181024105241,2018-10-24 10:53:04,593,Storm Guard,302382,Storm Guard - Lee's Summit,LIVE,http://stormguard-leessummit.com,8166074571,8166074571,8166074571,8166074571,8162870781,8166074971,0,PPC Not Found,2,https://leessummit.stormguardrc.com/?provider=google,301,403,35.232.219.224,ns11.domaincontrol.com.,yes,no,yes,no,no,no,no,yes,yes,yes,no,no,
Check if website is live,20181024105241,2018-10-24 10:52:43,593,Storm Guard,269433,Storm Guard - Cary,LIVE,http://stormguard-apexcary.com,9192674806,9192674806,9192674806,9192674806,9192496875,8884996319,0,PPC Not Found,2,https://apexcary.stormguardrc.com/?provider=google,301,403,35.232.219.224,ns11.domaincontrol.com.,yes,no,yes,no,no,no,no,yes,yes,yes,no,no,
Check if website is live,20181024105241,2018-10-24 10:53:04,593,Storm Guard,302382,Storm Guard - Lee's Summit,LIVE,http://stormguard-leessummit.com,8166074571,8166074571,8166074571,8166074571,8162870781,8166074971,0,PPC Not Found,2,https://leessummit.stormguardrc.com/?provider=google,301,403,35.232.219.224,ns11.domaincontrol.com.,yes,no,yes,no,no,no,no,yes,yes,yes,no,no,
Check unpaid desktop CTN,20181024105241,2018-10-24 10:52:43,593,Storm Guard,269433,Storm Guard - Cary,LIVE,http://stormguard-apexcary.com,9192674806,9192674806,9192674806,9192674806,9192496875,8884996319,0,PPC Not Found,2,https://apexcary.stormguardrc.com/?provider=google,301,403,35.232.219.224,ns11.domaincontrol.com.,yes,no,yes,no,no,no,no,yes,yes,yes,no,no,
Check unpaid desktop CTN,20181024105241,2018-10-24 10:53:04,593,Storm Guard,302382,Storm Guard - Lee's Summit,LIVE,http://stormguard-leessummit.com,8166074571,8166074571,8166074571,8166074571,8162870781,8166074971,0,PPC Not Found,2,https://leessummit.stormguardrc.com/?provider=google,301,403,35.232.219.224,ns11.domaincontrol.com.,yes,no,yes,no,no,no,no,yes,yes,yes,no,no,
Check unpaid mobile CTN,20181024105241,2018-10-24 10:52:43,593,Storm Guard,269433,Storm Guard - Cary,LIVE,http://stormguard-apexcary.com,9192674806,9192674806,9192674806,9192674806,9192496875,8884996319,0,PPC Not Found,2,https://apexcary.stormguardrc.com/?provider=google,301,403,35.232.219.224,ns11.domaincontrol.com.,yes,no,yes,no,no,no,no,yes,yes,yes,no,no,
Check unpaid mobile CTN,20181024105241,2018-10-24 10:53:04,593,Storm Guard,302382,Storm Guard - Lee's Summit,LIVE,http://stormguard-leessummit.com,8166074571,8166074571,8166074571,8166074571,8162870781,8166074971,0,PPC Not Found,2,https://leessummit.stormguardrc.com/?provider=google,301,403,35.232.219.224,ns11.domaincontrol.com.,yes,no,yes,no,no,no,no,yes,yes,yes,no,no,
