Error type,qa_session_id,audit_timestamp,corp_id,corp_name,client_id,client_name,client_status,client_url,web_unpaid_desk_num,web_unpaid_mobile_num,web_paid_desk_num,web_paid_mobile_num,db_unpaid_num,db_paid_num,db_show_dest_num,db_paid_product,db_ssl_status,final_url,initial_http_status,final_http_status,final_url_ip,final_url_ns,is_domain_in_yl,is_website_live,is_website_redirected,is_unpaid_desk_match,is_unpaid_mob_match,is_paid_desk_match,is_paid_mob_match,is_paid_ctn_config_proper,is_session_tracking_on,is_https_on,is_https_doable,is_error_free
All Errors,20181023213605,2018-10-23 21:36:06,597,Painting with a Twist, LLC,272795,Painting With A Twist - St Petersburg,LIVE,http://paintingwithatwist.com/studio/stpetersburg,0,0,0,0,7273005424,7272015122,0,PPC Not Found,0,https://www.paintingwithatwist.com/studio/stpetersburg?provider=google,301,200,23.253.135.119,dns2.stabletransit.com.,yes,yes,no,no,no,no,no,yes,no,yes,no,no,
All Errors,20181023213605,2018-10-23 21:36:27,597,Painting with a Twist, LLC,272802,Painting With A Twist - Lafayette,LIVE,http://paintingwithatwist.com/studio/lafayette,0,0,0,0,3374430618,3375412688,0,PPC Not Found,0,https://www.paintingwithatwist.com/studio/lafayette?provider=google,301,200,23.253.135.119,dns2.stabletransit.com.,yes,yes,no,no,no,no,no,yes,no,yes,no,no,
All Errors,20181023213605,2018-10-23 21:36:48,597,Painting with a Twist, LLC,272813,Painting With A Twist - Grapevine,LIVE,http://paintingwithatwist.com/studio/grapevine,0,0,0,0,8177784878,8173819937,0,PPC Not Found,0,https://www.paintingwithatwist.com/studio/grapevine?provider=google,301,200,23.253.135.119,dns2.stabletransit.com.,yes,yes,no,no,no,no,no,yes,no,yes,no,no,
All Errors,20181023213605,2018-10-23 21:37:08,597,Painting with a Twist, LLC,272814,Painting With A Twist - Hammond,LIVE,http://paintingwithatwist.com/studio/hammond,0,0,0,0,9855204339,9852359551,0,PPC Not Found,0,https://www.paintingwithatwist.com/studio/hammond?provider=google,301,200,23.253.135.119,dns1.stabletransit.com.,yes,yes,no,no,no,no,no,yes,no,yes,no,no,
All Errors,20181023213605,2018-10-23 21:37:27,597,Painting with a Twist, LLC,272817,Painting With A Twist - Sugar Land,LIVE,http://paintingwithatwist.com/studio/sugarland,0,0,0,0,8325322831,2812011033,0,PPC Not Found,0,https://www.paintingwithatwist.com/studio/sugarland?provider=google,301,200,23.253.135.119,dns2.stabletransit.com.,yes,yes,no,no,no,no,no,yes,no,yes,no,no,
All Errors,20181023213605,2018-10-23 21:37:46,597,Painting with a Twist, LLC,272818,Painting With A Twist - North Austin,LIVE,http://paintingwithatwist.com/studio/northaustin,0,0,0,0,5129104863,5125923227,0,PPC Not Found,0,https://www.paintingwithatwist.com/studio/northaustin?provider=google,301,200,23.253.135.119,dns1.stabletransit.com.,yes,yes,no,no,no,no,no,yes,no,yes,no,no,
All Errors,20181023213605,2018-10-23 21:38:05,597,Painting with a Twist, LLC,272820,Painting With A Twist - Gretna,LIVE,http://paintingwithatwist.com/studio/gretna,504)3610574,0,504)3610574,0,5045217747,5044345372,0,PPC Not Found,0,https://www.paintingwithatwist.com/studio/gretna?provider=google,301,200,23.253.135.119,dns2.stabletransit.com.,yes,yes,no,no,no,no,no,yes,no,yes,no,no,
All Errors,20181023213605,2018-10-23 21:38:28,597,Painting with a Twist, LLC,272824,Painting With A Twist - San Antonio,LIVE,http://paintingwithatwist.com/studio/sanantonio,2104957928,0,2104957928,0,2105709847,2104651761,0,PPC Not Found,0,https://www.paintingwithatwist.com/studio/sanantonio?provider=google,301,200,23.253.135.119,dns2.stabletransit.com.,yes,yes,no,no,no,no,no,yes,no,yes,no,no,
All Errors,20181023213605,2018-10-23 21:38:49,597,Painting with a Twist, LLC,272825,Painting With A Twist - Frisco,LIVE,http://paintingwithatwist.com/studio/frisco,0,0,0,0,4692000959,4698503834,0,PPC Not Found,0,https://www.paintingwithatwist.com/studio/frisco?provider=google,301,200,23.253.135.119,dns1.stabletransit.com.,yes,yes,no,no,no,no,no,yes,no,yes,no,no,
All Errors,20181023213605,2018-10-23 21:39:10,597,Painting with a Twist, LLC,272831,Painting With A Twist - Dallas,LIVE,http://paintingwithatwist.com/studio/dallas,2143509911,0,2143509911,0,4692501058,2147361639,0,PPC Not Found,0,https://www.paintingwithatwist.com/studio/dallas?provider=google,301,200,23.253.135.119,dns2.stabletransit.com.,yes,yes,no,no,no,no,no,yes,no,yes,no,no,
