Audit Timestamp,Corp Name,Client ID,Client Name,YL Status,Input URL,Desktop Unpaid CTN,Mobile Unpaid CTN,Desktop Paid CTN,Mobile Paid CTN,DB Unpaid CTN,Show Destination,DB Paid CTN,PPC,YL SSL Status,Final URL,Initial Status, Final Status,Final URL IP,Final URL NS,Analysis - Desktop Unpaid CTN,Analysis - Mobile Unpaid CTN,Analysis - Desktop Paid CTN,Analysis - Mobile Paid CTN,PPC Product,Session Tracking Code,Web Using SSL, Can SSL Be installed
2018-10-24 08:20:39,World Gym,339143,World Gym International - Ingram Park,LIVE,http://worldgym.com/ingrampark,210.899.4652,210.899.4652,210.429.8145,210.429.8145,2108994652,False,2104298145,PPC Not Found,0,https://www.worldgym.com/ingrampark/home,301,200,209.237.135.6,NS5.101DOMAIN.com.,yes,yes,yes,yes,PPC Not Found,yes,yes,no
2018-10-24 08:21:30,World Gym,343542,World Gym International - Wantagh,LIVE,http://worldgym.com/wantagh,516-882-1314,516-882-1314,516.366.5590,516.366.5590,5168821314,False,5163665590,PPC Not Found,0,https://www.worldgym.com/wantagh/home,301,200,209.237.135.6,NS5.101DOMAIN.com.,yes,yes,yes,yes,PPC Not Found,yes,yes,no
2018-10-24 08:22:01,World Gym,343543,World Gym International - Sheffield Village,LIVE,http://worldgym.com/sheffieldvillage,440-332-7304,440-332-7304,440.332.7120,440.332.7120,4403327304,False,4403327120,PPC Not Found,0,https://www.worldgym.com/sheffieldvillage/home,301,200,209.237.135.6,NS2.101DOMAIN.com.,yes,yes,yes,yes,PPC Not Found,yes,yes,no
2018-10-24 08:22:34,World Gym,343547,World Gym International - San Francisco,LIVE,http://worldgym.com/sanfrancisco,415-212-8099,415-212-8099,415.212.8099,415.212.8099,4152128099,False,No DB Paid Number,PPC Not Found,0,https://www.worldgym.com/sanfrancisco/home,301,200,209.237.135.6,NS5.101DOMAIN.com.,yes,yes,no,no,PPC Not Found,yes,yes,no
2018-10-24 08:23:06,World Gym,343548,World Gym International - Healdsburg,LIVE,http://worldgym.com/healdsburg,707-385-1142,707-385-1142,707.385.1142,707.385.1142,7073851142,False,No DB Paid Number,PPC Not Found,0,https://www.worldgym.com/healdsburg/home,301,200,209.237.135.6,NS5.101DOMAIN.com.,yes,yes,no,no,PPC Not Found,yes,yes,no
2018-10-24 08:23:35,World Gym,343549,World Gym International - Millsboro,LIVE,http://worldgym.com/millsboro,302-316-4726,302-316-4726,302.316.4726,302.316.4726,3023164726,False,No DB Paid Number,PPC Not Found,0,https://www.worldgym.com/millsboro/home,301,200,209.237.135.6,NS5.101DOMAIN.com.,yes,yes,no,no,PPC Not Found,yes,yes,no
2018-10-24 08:24:03,World Gym,343551,World Gym International - Dale City,LIVE,http://worldgym.com/dalecity,703-496-7535,703-496-7535,571.298.1939,571.298.1939,7034967535,False,5712981939,PPC Not Found,0,https://www.worldgym.com/dalecity/home,301,200,209.237.135.6,NS2.101DOMAIN.com.,yes,yes,yes,yes,PPC Not Found,yes,yes,no
2018-10-24 08:24:32,World Gym,343554,World Gym International - North Bay,LIVE,http://worldgym.com/north-bay,705-980-0075,705-980-0075,705.980.0075,705.980.0075,7059800075,False,No DB Paid Number,PPC Not Found,0,https://www.worldgym.com/north-bay/home,301,200,209.237.135.6,NS2.101DOMAIN.com.,yes,yes,no,no,PPC Not Found,yes,yes,no
2018-10-24 08:25:08,World Gym,344496,World Gym International - Oakville,LIVE,http://worldgym.com/oakville,860-292-0266,860-292-0266,860.292.0266,860.292.0266,8602920266,False,No DB Paid Number,PPC Not Found,0,https://www.worldgym.com/oakville/home,301,200,209.237.135.6,NS5.101DOMAIN.com.,yes,yes,no,no,PPC Not Found,yes,yes,no
2018-10-24 08:25:40,World Gym,347519,World Gym International-St. Catharines,LIVE,http://worldgym.com/stcatharines,289-273-4137,289-273-4137,289.273.4038,289.273.4038,2892734137,False,2892734038,PPC Not Found,0,https://www.worldgym.com/stcatharines/home,301,200,209.237.135.6,NS5.101DOMAIN.com.,yes,yes,yes,yes,PPC Not Found,yes,yes,no
2018-10-24 08:26:09,World Gym,347520,World Gym International-Niagara Falls (Canada),LIVE,http://worldgym.com/niagarafallsca,289-271-3267,289-271-3267,289.271.1198,289.271.1198,2892713267,False,2892711198,PPC Not Found,0,https://www.worldgym.com/niagarafallsca/home,301,200,209.237.135.6,NS2.101DOMAIN.com.,yes,yes,yes,yes,PPC Not Found,yes,yes,no
2018-10-24 08:26:35,World Gym,350896,World Gym International-Oxnard,LIVE,http://worldgym.com/oxnard,805-203-6970,805-203-6970,800.684.4230,800.684.4230,8052036970,False,8006844230,PPC Not Found,0,https://www.worldgym.com/oxnard/home,301,200,209.237.135.6,NS5.101DOMAIN.com.,yes,yes,yes,yes,PPC Not Found,yes,yes,no
