Audit Timestamp,Corp Name,Client ID,Client Name,YL Status,Input URL,Desktop Unpaid CTN,Mobile Unpaid CTN,Desktop Paid CTN,Mobile Paid CTN,DB Unpaid CTN,Show Destination,DB Paid CTN,PPC,YL SSL Status,Final URL,Initial Status, Final Status,Final URL IP,Final URL NS,Analysis - Desktop Unpaid CTN,Analysis - Mobile Unpaid CTN,Analysis - Desktop Paid CTN,Analysis - Mobile Paid CTN,PPC Product,Session Tracking Code,Web Using SSL, Can SSL Be installed
2018-10-24 08:40:29,Benevis,289581,Benevis-Alleghany Highlands Dental Care,LIVE,http://alleghanyhighlandsdentalcare.com,540-684-3765,540-684-3765,540-680-3544,540-680-3544,5406843765,False,5406803544,PPC Not Found,0,http://www.alleghanyhighlandsdentalcare.com/,301,200,205.178.153.7,ns73.domaincontrol.com.,yes,yes,yes,yes,PPC Not Found,yes,no,no
2018-10-24 08:40:48,Benevis,289583,Benevis-360 Smiles,LIVE,http://360smiles.net,972-853-8722,972-853-8722,972-619-5947,972-619-5947,9728538722,False,9726195947,PPC Not Found,0,http://www.360smiles.net/,301,200,205.178.153.7,ns73.domaincontrol.com.,yes,yes,yes,yes,PPC Not Found,yes,no,no
2018-10-24 08:41:08,Benevis,289596,Benevis - Alden Bridge Family Dental,LIVE,http://aldenbridgefamilydental.com,832-299-5923,832-299-5923,832-447-1948,832-447-1948,8322995923,False,8324471948,PPC Not Found,0,http://www.aldenbridgefamilydental.com/,301,200,205.178.153.7,ns57.domaincontrol.com.,yes,yes,yes,yes,PPC Not Found,yes,no,no
2018-10-24 08:41:27,Benevis,289600,Benevis-Baseline Palm Dental of Arizona,LIVE,http://palmdentalaz.com,602-842-6289,602-842-6289,602-842-0168,602-842-0168,6028426289,False,6028420168,PPC Not Found,0,http://www.palmdentalaz.com/,301,200,205.178.153.7,ns53.domaincontrol.com.,yes,yes,yes,yes,PPC Not Found,yes,no,no
2018-10-24 08:41:45,Benevis,289603,Benevis - Hobbs Family Dental Care,LIVE,http://hobbsfamilydentalcare.com,575-263-2051,575-263-2051,575-263-2005,575-263-2005,5752632051,False,5752632005,PPC Not Found,0,http://www.hobbsfamilydentalcare.com/,301,200,205.178.153.7,ns43.domaincontrol.com.,yes,yes,yes,yes,PPC Not Found,yes,no,no
2018-10-24 08:42:04,Benevis,289605,Benevis - The Dental Edge of Houston,LIVE,http://dentaledgehouston.com,281-407-9025,281-407-9025,281-606-2264,281-606-2264,2814079025,False,2816062264,PPC Not Found,0,http://www.dentaledgehouston.com/,301,200,205.178.153.7,ns67.domaincontrol.com.,yes,yes,yes,yes,PPC Not Found,yes,no,no
2018-10-24 08:42:23,Benevis,289626,Benevis-Hinesville Family Dentistry,LIVE,http://hinesvillefamilydentistry.com,888-647-4098,888-647-4098,888-507-7597,888-507-7597,8886474098,False,8885077597,PPC Not Found,2,https://www.hinesvillefamilydentistry.com/,301,200,209.17.116.160,ns3b.dns-host.com.,yes,yes,yes,yes,PPC Not Found,yes,yes,yes
2018-10-24 08:42:44,Benevis,295227,Benevis- Resolution Dental ,LIVE,http://resolutiondental.com,757-690-0009,757-690-0009,757-504-1970,757-504-1970,7576900009,False,7575041970,PPC Not Found,0,http://www.resolutiondental.com/,301,200,205.178.153.7,ns1.dns-solutions.net.,yes,yes,yes,yes,PPC Not Found,yes,no,no
2018-10-24 08:43:04,Benevis,301268,Benevis- Knoxville Cosmetic & Family Dentistry P.C,LIVE,http://smilesknoxville.com,865-280-1144,865-280-1144,865-366-0352,865-366-0352,8652801144,False,8653660352,PPC Not Found,0,http://www.smilesknoxville.com/,301,200,205.178.153.7,ns42.worldnic.com.,yes,yes,yes,yes,PPC Not Found,yes,no,no
2018-10-24 08:43:24,Benevis,301272,Benevis- Dalton Family Dentistry,LIVE,http://daltonfamilydentistrypc.com,706-508-4632,706-508-4632,706-229-6504,706-229-6504,7065084632,False,7062296504,PPC Not Found,0,http://www.daltonfamilydentistrypc.com/,301,200,205.178.153.7,ns01.domaincontrol.com.,yes,yes,yes,yes,PPC Not Found,yes,no,no
2018-10-24 08:43:43,Benevis,360886,Benevis - South Indy Dental,LIVE,http://smilesouthindy.com,317-807-6158,317-807-6158,317-215-5274,317-215-5274,3178076158,False,3172155274,PPC Not Found,2,https://www.smilesouthindy.com/,301,200,209.17.116.160,ns3a.dns-host.com.,yes,yes,yes,yes,PPC Not Found,yes,yes,yes
2018-10-24 08:44:04,Benevis,361304,Benevis - Halle Park Family Dentistry,LIVE,http://halleparkfamilydentistry.com,901-609-8162,901-609-8162,901-440-2382,901-440-2382,9016098162,False,9014402382,PPC Not Found,0,http://www.halleparkfamilydentistry.com/,301,200,205.178.153.7,ns3a.dns-host.com.,yes,yes,yes,yes,PPC Not Found,yes,no,yes
2018-10-24 08:44:23,Benevis,361995,Benevis - Las Casas Dental Office,LIVE,http://lascasasdental.com,520-477-0149,520-477-0149,520-314-9044,520-314-9044,5204770149,False,5203149044,PPC Not Found,2,https://www.lascasasdental.com/,301,200,209.17.116.160,ns3a.dns-host.com.,yes,yes,yes,yes,PPC Not Found,yes,yes,yes
2018-10-24 08:44:45,Benevis,361999,Benevis - Fearless Dental,LIVE,http://fearlessdental.com,469-552-9944,469-552-9944,469-225-4066,469-225-4066,4695529944,False,4692254066,PPC Not Found,2,https://www.fearlessdental.com/,301,200,209.17.116.160,ns3b.dns-host.com.,yes,yes,yes,yes,PPC Not Found,yes,yes,yes
2018-10-24 08:45:05,Benevis,364108,Benevis - Moynahan & Stamps Family Dentistry,LIVE,http://newnanfamilydentistry.com,470-241-4627,470-241-4627,470-215-1707,470-215-1707,4702414627,False,4702151707,PPC Not Found,0,http://www.newnanfamilydentistry.com/,301,200,205.178.153.7,ns3a.dns-host.com.,yes,yes,yes,yes,PPC Not Found,yes,no,yes
