Audit Timestamp,Corp Name,Client ID,Client Name,YL Status,Input URL,Desktop Unpaid CTN,Mobile Unpaid CTN,Desktop Paid CTN,Mobile Paid CTN,DB Unpaid CTN,Show Destination,DB Paid CTN,PPC,YL SSL Status,Final URL,Initial Status, Final Status,Final URL IP,Final URL NS,Analysis - Desktop Unpaid CTN,Analysis - Mobile Unpaid CTN,Analysis - Desktop Paid CTN,Analysis - Mobile Paid CTN,PPC Product,Session Tracking Code,Web Using SSL, Can SSL Be installed
2018-10-24 11:39:52,Gateway Mortgage Group, LLC,214107,Ron Ireland - Gateway Mortgage Group,LIVE,http://overlandparkhomemortgage.com,816-533-4213,816-533-4213,816-533-4213,816-533-4213,8165334213,False,No DB Paid Number,PPC Not Found,2,https://www.overlandparkhomemortgage.com/,301,200,209.17.116.160,ns3b.dns-host.com.,yes,yes,no,no,PPC Not Found,yes,yes,yes
