Error type,qa_session_id,audit_timestamp,corp_id,corp_name,client_id,client_name,client_status,client_url,web_unpaid_desk_num,web_unpaid_mobile_num,web_paid_desk_num,web_paid_mobile_num,db_unpaid_num,db_paid_num,db_show_dest_num,db_paid_product,db_ssl_status,final_url,initial_http_status,final_http_status,final_url_ip,final_url_ns,is_domain_in_yl,is_website_live,is_website_redirected,is_unpaid_desk_match,is_unpaid_mob_match,is_paid_desk_match,is_paid_mob_match,is_paid_ctn_config_proper,is_session_tracking_on,is_https_on,is_https_doable,is_error_free
All Errors,20181024030740,2018-10-24 03:18:34,602,COWS-Container on Wheels,274077,COWs of Abilene,LIVE,http://cowsofabilene.us,3252673997,3252673997,0,0,3252673997,No DB Paid Number,0,PPC Not Found,2,http://cowsofabilene.us/?provider=google,301,200,209.17.116.160,ns3b.dns-host.com.,yes,yes,yes,yes,yes,no,no,yes,no,no,yes,no,
All Errors,20181024030740,2018-10-24 03:18:58,602,COWS-Container on Wheels,274078,COWs of Morristown,LIVE,http://cowsofmorristown.com,0,0,9732887230,9732887230,9732887230,No DB Paid Number,0,PPC Not Found,2,https://www.cowsofmorristown.com/?provider=google,0,0,0,0,yes,no,yes,no,no,no,no,yes,yes,yes,no,no,
Check if website is live,20181024030740,2018-10-24 03:18:58,602,COWS-Container on Wheels,274078,COWs of Morristown,LIVE,http://cowsofmorristown.com,0,0,9732887230,9732887230,9732887230,No DB Paid Number,0,PPC Not Found,2,https://www.cowsofmorristown.com/?provider=google,0,0,0,0,yes,no,yes,no,no,no,no,yes,yes,yes,no,no,
Check unpaid desktop CTN,20181024030740,2018-10-24 03:18:58,602,COWS-Container on Wheels,274078,COWs of Morristown,LIVE,http://cowsofmorristown.com,0,0,9732887230,9732887230,9732887230,No DB Paid Number,0,PPC Not Found,2,https://www.cowsofmorristown.com/?provider=google,0,0,0,0,yes,no,yes,no,no,no,no,yes,yes,yes,no,no,
Check unpaid mobile CTN,20181024030740,2018-10-24 03:18:58,602,COWS-Container on Wheels,274078,COWs of Morristown,LIVE,http://cowsofmorristown.com,0,0,9732887230,9732887230,9732887230,No DB Paid Number,0,PPC Not Found,2,https://www.cowsofmorristown.com/?provider=google,0,0,0,0,yes,no,yes,no,no,no,no,yes,yes,yes,no,no,
Check session tracking code,20181024030740,2018-10-24 03:18:34,602,COWS-Container on Wheels,274077,COWs of Abilene,LIVE,http://cowsofabilene.us,3252673997,3252673997,0,0,3252673997,No DB Paid Number,0,PPC Not Found,2,http://cowsofabilene.us/?provider=google,301,200,209.17.116.160,ns3b.dns-host.com.,yes,yes,yes,yes,yes,no,no,yes,no,no,yes,no,
Check if SSL is enabled,20181024030740,2018-10-24 03:18:34,602,COWS-Container on Wheels,274077,COWs of Abilene,LIVE,http://cowsofabilene.us,3252673997,3252673997,0,0,3252673997,No DB Paid Number,0,PPC Not Found,2,http://cowsofabilene.us/?provider=google,301,200,209.17.116.160,ns3b.dns-host.com.,yes,yes,yes,yes,yes,no,no,yes,no,no,yes,no,
Provision SSL,20181024030740,2018-10-24 03:18:34,602,COWS-Container on Wheels,274077,COWs of Abilene,LIVE,http://cowsofabilene.us,3252673997,3252673997,0,0,3252673997,No DB Paid Number,0,PPC Not Found,2,http://cowsofabilene.us/?provider=google,301,200,209.17.116.160,ns3b.dns-host.com.,yes,yes,yes,yes,yes,no,no,yes,no,no,yes,no,
